Rec #,Establishment ID,Inspection ID,Establishment Name,Establishment Type,Establishment Address,Latitude,Longitude,Establishment Status,Min. Inspections Per Year,Infraction Details,Inspection Date,Severity,Action,Outcome,Amount Fined
3474,10558983,105117415,THE BISTRO EAT DRINK CONNECT,Restaurant,475 YONGE ST,43.66255,-79.38299,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,02/08/2023,S - Significant,Corrected During Inspection,,
3475,10558983,105117415,THE BISTRO EAT DRINK CONNECT,Restaurant,475 YONGE ST,43.66255,-79.38299,Pass,3,Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9,02/08/2023,M - Minor,Notice to Comply,,
3476,9053714,105119323,THE CLAREMONT RETIREMENT RESIDENCE,Retirement Homes(Licensed),305 BALLIOL ST,43.69897,-79.38695,Pass,3,,02/08/2023,,,,
3477,10372999,105117173,THE RUSSELL HILL RETIREMENT RESIDENCE,Retirement Homes(Licensed),262 ST CLAIR AVE W,43.6855,-79.40843,Pass,3,SANITIZE UTENSILS IN QUATERNARY AMMONIUM COMPOUND SOLUTION FOR LESS THAN 45 SECONDS - SEC. 19(C) ,02/08/2023,S - Significant,Corrected During Inspection,,
3478,10372999,105117173,THE RUSSELL HILL RETIREMENT RESIDENCE,Retirement Homes(Licensed),262 ST CLAIR AVE W,43.6855,-79.40843,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/08/2023,M - Minor,Notice to Comply,,
3479,10768358,105117202,THE VILLAGE OF HUMBER HEIGHTS - LONG TERM CARE HOME(MAIN KITCHEN & SERVERIES),Nursing Home / Home for the Aged,2245 LAWRENCE AVE W,43.69714,-79.52596,Pass,3,,02/08/2023,,,,
3480,9059195,105117083,TIM HORTONS,Food Take Out,250 THE QUEENSWAY,43.62998,-79.48734,Pass,2,,02/08/2023,,,,
3481,10365169,105117211,TIM HORTONS,Restaurant,335 PARLIAMENT ST,43.65991,-79.36617,Pass,2,,02/08/2023,,,,
3482,10421181,105117150,TIM HORTONS,Food Take Out,175 DUNDAS ST E,43.65697,-79.3743,Pass,2,,02/08/2023,,,,
3483,10555067,105113283,TIM HORTONS,Restaurant,150 JOHN ST,43.64933,-79.39095,Pass,2,,02/08/2023,,,,
3484,10695049,105117513,TIM HORTONS,Restaurant,2444 FINCH AVE W,43.7502,-79.55294,Pass,2,,02/08/2023,,,,
3485,9016416,105116242,TINY TREASURE DAY CARE CENTRE,Child Care - Food Preparation,627 BURNHAMTHORPE RD,43.64366,-79.5732,Pass,2,,02/08/2023,,,,
3486,10407878,105117118,TenRen's Tearoom,Food Take Out,1800 SHEPPARD AVE E,43.77775,-79.3445,Pass,2,,02/08/2023,,,,
3487,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,USE FOOD EQUIPMENT NOT OF SOUND AND TIGHT CONSTRUCTION - SEC. 8(1)(A) ,02/08/2023,S - Significant,Corrected During Inspection,,
3488,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,SANITIZE UTENSILS IN QUATERNARY AMMONIUM COMPOUND SOLUTION OF LESS THAN 200 P.P.M. - SEC. 19(C) ,02/08/2023,S - Significant,Corrected During Inspection,,
3489,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,02/08/2023,M - Minor,Notice to Comply,,
3490,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/08/2023,M - Minor,Notice to Comply,,
3491,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,USE TOWEL USED FOR OTHER PURPOSE FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(C),02/08/2023,M - Minor,Notice to Comply,,
3492,9017145,105117276,VILLA COLOMBO HOMES FOR THE AGED,Nursing Home / Home for the Aged,"40 PLAYFAIR AVE, Unit-2",43.71051,-79.45614,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/08/2023,M - Minor,Notice to Comply,,
3493,10689749,105117407,YUMMY YUMMY JUICE & BUBBLE TEA,Food Court Vendor,500 REXDALE BLVD,43.72039,-79.60006,Pass,2,,02/08/2023,,,,
3494,10739955,105117003,44 TORONTO,Cocktail Bar / Beverage Room,"627 KING ST W, Unit-P1/P2",43.64398,-79.40141,Pass,2,,02/09/2023,,,,
3495,9000239,105118243,A.C. RANCH CAFFE,Restaurant,1220 ST CLAIR AVE W,43.67785,-79.44478,Pass,2,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,02/09/2023,S - Significant,Corrected During Inspection,,
3496,9000239,105118243,A.C. RANCH CAFFE,Restaurant,1220 ST CLAIR AVE W,43.67785,-79.44478,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3497,9386681,105118021,AL-MADINA HALAL PIZZA & BAKERY,Food Take Out,2683 LAWRENCE AVE E,43.7517,-79.26149,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Corrected During Inspection,,
3498,9386681,105118021,AL-MADINA HALAL PIZZA & BAKERY,Food Take Out,2683 LAWRENCE AVE E,43.7517,-79.26149,Pass,2,FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Corrected During Inspection,,
3499,9386681,105118021,AL-MADINA HALAL PIZZA & BAKERY,Food Take Out,2683 LAWRENCE AVE E,43.7517,-79.26149,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3500,10679410,105117899,AMOR A LA MEXICANA,Food Court Vendor,"9 MILVAN DR, Unit-415",43.75125,-79.55202,Pass,3,Food premise not maintained with floors in good repair in food-handling room - Sec. 7(1)(g)  ,02/09/2023,M - Minor,Notice to Comply,,
3501,10679410,105117899,AMOR A LA MEXICANA,Food Court Vendor,"9 MILVAN DR, Unit-415",43.75125,-79.55202,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3502,10718365,105117910,ANA'S SWEET CREATIONS,Bakery,664 SHEPPARD AVE W,43.75509,-79.4423,Pass,2,,02/09/2023,,,,
3503,10773822,105117970,AROMA ESPRESSO BAR,Restaurant,161 FORT YORK BLVD,43.63882,-79.3998,Pass,3,,02/09/2023,,,,
3504,10670029,105118288,ASIAN GOURMET,Food Court Vendor,"10 DUNDAS ST E, Bldg-34",43.65669,-79.38069,Pass,3,Operate food premise - equipment not arranged to permit cleaning - Sec. 9,02/09/2023,M - Minor,Notice to Comply,,
3505,10391090,105118294,AUTENTICA SPANISH FOODS AND EMPANADAS,Food Court Vendor,"9 MILVAN DR, Unit-2A - main floor",43.75125,-79.55202,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3506,10752084,105117994,BAKERS AVENUE,Bake Shop,"20 LEBOVIC AVE, Unit-1",43.72251,-79.29047,Pass,2,,02/09/2023,,,,
3507,9056058,105117889,BAMIYAN KABOB,Restaurant,"62 OVERLEA BLVD, Unit-3A",43.70779,-79.34348,Pass,3,,02/09/2023,,,,
3508,10562072,105117616,BAR MODERNO,Restaurant,868 THE QUEENSWAY,43.62465,-79.51016,Pass,1,,02/09/2023,,,,
3509,10359417,105118279,BASIC DOLLAR PLUS,Food Store (Convenience/Variety),405 PARLIAMENT ST,43.66217,-79.36699,Pass,O,,02/09/2023,,,,
3510,10634196,105117658,BASKIN ROBBINS,Food Take Out,1800 SHEPPARD AVE E,43.77775,-79.3445,Pass,2,,02/09/2023,,,,
3511,10565358,105118634,BELFAST LOVE / ISABELLE'S,Restaurant,548 KING ST W,43.64489,-79.39838,Pass,3,,02/09/2023,,,,
3512,10696846,105118511,BENTO SUSHI,Food Take Out,111 ST CLAIR AVE W,43.68666,-79.39944,Pass,2,,02/09/2023,,,,
3513,9001562,105117709,BIRDS AND BEES PRESCHOOL,Child Care - Food Preparation,720 KENNEDY RD,43.72958,-79.26736,Pass,3,,02/09/2023,,,,
3514,10198346,105118032,BOOSTER JUICE,Food Court Vendor,399 BATHURST ST,43.65371,-79.40606,Pass,2,,02/09/2023,,,,
3515,10719332,105117897,BUDA-PEST RESTAURANT,Restaurant,2183 DANFORTH AVE,43.68614,-79.30999,Pass,2,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),02/09/2023,S - Significant,Corrected During Inspection,,
3516,10655030,105117917,Bawarchi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",43.76859,-79.28163,Pass,3,Food premise not maintained with smooth floor surface where food handled - Sec. 7(1)(c)(i) ,02/09/2023,M - Minor,Notice to Comply,,
3517,10655030,105117917,Bawarchi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",43.76859,-79.28163,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3518,10747303,105113253,CA PHE RANG,Restaurant,"147 SPADINA AVE, Unit-109",43.64788,-79.39588,Pass,2,Fail to protect against entry of pests - Sec. 13(1),02/09/2023,M - Minor,Notice to Comply,,
3519,10747303,105113253,CA PHE RANG,Restaurant,"147 SPADINA AVE, Unit-109",43.64788,-79.39588,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3520,10308657,105118008,CALIFORNIA THAI,Food Take Out,10 DUNDAS ST E,43.65669,-79.38069,Pass,3,Fail to maintain ventilation system to ensure elimination of smoke - Sec. 11,02/09/2023,M - Minor,Notice to Comply,,
3521,10295355,105117951,CAPITAL SWEET SAMOSA,Food Take Out,"62 OVERLEA BLVD, Unit-6",43.70779,-79.34348,Pass,3,USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ,02/09/2023,S - Significant,Corrected During Inspection,,
3522,10295355,105117951,CAPITAL SWEET SAMOSA,Food Take Out,"62 OVERLEA BLVD, Unit-6",43.70779,-79.34348,Pass,3,FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ,02/09/2023,M - Minor,Notice to Comply,,
3523,10295355,105117951,CAPITAL SWEET SAMOSA,Food Take Out,"62 OVERLEA BLVD, Unit-6",43.70779,-79.34348,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3524,10295355,105117951,CAPITAL SWEET SAMOSA,Food Take Out,"62 OVERLEA BLVD, Unit-6",43.70779,-79.34348,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3525,9021822,105117672,CENTRE FOR ADDICTION AND MENTAL HEALTH,Institutional Food Services,1001 QUEEN ST W,43.64479,-79.41893,Pass,3,,02/09/2023,,,,
3526,10752854,105117969,CHIANG RAI,Restaurant,2070 AVENUE RD,43.73643,-79.42051,Pass,3,USE UTENSILS NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ,02/09/2023,S - Significant,Corrected During Inspection,,
3527,10752854,105117969,CHIANG RAI,Restaurant,2070 AVENUE RD,43.73643,-79.42051,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3528,10752854,105117969,CHIANG RAI,Restaurant,2070 AVENUE RD,43.73643,-79.42051,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3529,10752854,105117969,CHIANG RAI,Restaurant,2070 AVENUE RD,43.73643,-79.42051,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),02/09/2023,S - Significant,Corrected During Inspection,,
3530,10752088,105117992,CRISPY TOWN,Food Court Vendor,"20 LEBOVIC AVE, Unit-1",43.72251,-79.29047,Pass,2,,02/09/2023,,,,
3531,10324678,105114951,CURLEW MONTESSORI SCHOOL,Child Care - Catered,81 CURLEW DR,43.74215,-79.3164,Pass,2,,02/09/2023,,,,
3532,10437499,105117964,Centre de la Petite Enfance Les Amis du Monde,Child Care - Catered,55 PELHAM AVE,43.66768,-79.45535,Pass,2,,02/09/2023,,,,
3533,10471640,105117830,DAVIDSON'S VALU-MART,Supermarket,985 WOODBINE AVE,43.68637,-79.3125,Pass,2,,02/09/2023,,,,
3534,10750356,105118173,DOMINO'S PIZZA,Restaurant,"159 WELLESLEY ST E, Unit-101",43.66669,-79.3749,Pass,2,,02/09/2023,,,,
3535,9004934,105103789,EL SABIL RESTAURANT,Food Take Out,"2680 LAWRENCE AVE E, Unit-103",43.75248,-79.26219,Pass,2,FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D),02/09/2023,M - Minor,Corrected During Inspection,,
3536,10567909,105117649,ENGAGING MINDS CHILD CARE,Child Care - Food Preparation,29 GERVAIS DR,43.72475,-79.33682,Pass,3,,02/09/2023,,,,
3537,9005238,105117884,FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,43.64803,-79.42844,Pass,3,Food premise not maintained with smooth floor surface where food handled - Sec. 7(1)(c)(i) ,02/09/2023,M - Minor,Notice to Comply,,
3538,9005238,105117884,FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,43.64803,-79.42844,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3539,9005238,105117884,FAIRVIEW NURSING HOME,Nursing Home / Home for the Aged,14 CROSS ST,43.64803,-79.42844,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3540,10773894,105118471,FARM BOY SUGAR WHARF,Supermarket,100 QUEENS QUAY E,43.6436,-79.37095,Pass,2,,02/09/2023,,,,
3541,10544417,105119202,FAST FRESH FOODS,Food Court Vendor,88 QUEENS QUAY W,43.64085,-79.37871,Pass,2,,02/09/2023,,,,
3542,10511777,105119200,FRESHWEST GRILL,Food Court Vendor,88 QUEENS QUAY W,43.64085,-79.37871,Pass,2,,02/09/2023,,,,
3543,9005779,105118099,FUDGER HOUSE SSLTC,Nursing Home / Home for the Aged,439 SHERBOURNE ST,43.66628,-79.37369,Pass,3,,02/09/2023,,,,
3544,10760040,105116825,GEMMA GELATERIA,Food Take Out,146 CUMBERLAND ST,43.67012,-79.39292,Pass,3,,02/09/2023,,,,
3545,10748344,105118167,GORDITAS MEXICANAS,Food Take Out,"9 MILVAN DR, Bldg-201A",43.75125,-79.55202,Pass,2,,02/09/2023,,,,
3546,10752090,105118073,GRILL CITY,Food Court Vendor,"20 LEBOVIC AVE, Unit-1",43.72251,-79.29047,Pass,2,,02/09/2023,,,,
3547,10755326,105118292,HANA RAMEN,Restaurant,1891 KENNEDY RD,43.76688,-79.28054,Pass,2,,02/09/2023,,,,
3548,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,USE CLOTH USED FOR OTHER PURPOSE FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(C),02/09/2023,S - Significant,Corrected During Inspection,,
3549,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,USE EQUIPMENT NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ,02/09/2023,S - Significant,Corrected During Inspection,,
3550,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,02/09/2023,S - Significant,Corrected During Inspection,,
3551,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3552,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3553,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3554,10733319,105117974,HELLO PHO,Food Take Out,"700 LAWRENCE AVE W, Unit-274 B",43.71693,-79.44743,Pass,3,FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C),02/09/2023,S - Significant,Corrected During Inspection,,
3555,10773876,105118324,HEY I AM YOGOST,Food Take Out,"3250 MIDLAND AVE, Unit-G116",43.80514,-79.28761,Pass,3,,02/09/2023,,,,
3556,10666607,105117949,HEY NOODLES,Restaurant,"3700 MIDLAND AVE, Unit-107",43.81499,-79.29332,Pass,2,Operate food premise - furniture not constructed to permit maintenance in sanitary condition - Sec. 9,02/09/2023,M - Minor,Notice to Comply,,
3557,10666607,105117949,HEY NOODLES,Restaurant,"3700 MIDLAND AVE, Unit-107",43.81499,-79.29332,Pass,2,Fail to protect against entry of pests - Sec. 13(1),02/09/2023,M - Minor,Notice to Comply,,
3558,10654262,105118332,HUMBER RIVER HEALTH PANTRIES,Restaurant,1235 WILSON AVE,43.72426,-79.48922,Pass,3,,02/09/2023,,,,
3559,10203136,105118627,ISABEL AND ARTHER MEIGHEN MANOR,Institutional Food Services,155 MILLWOOD RD,43.69999,-79.39254,Pass,3,,02/09/2023,,,,
3560,10575952,105110171,Jeon Ju Hyang,Refreshment Stand (Stationary),"3740 MIDLAND AVE, Unit-2-3",43.8163,-79.29341,Pass,2,Fail to protect against entry of pests - Sec. 13(1),02/09/2023,M - Minor,Notice to Comply,,
3561,10575952,105110171,Jeon Ju Hyang,Refreshment Stand (Stationary),"3740 MIDLAND AVE, Unit-2-3",43.8163,-79.29341,Pass,2,Fail to protect against harbouring of pests - Sec. 13(1),02/09/2023,S - Significant,Notice to Comply,,
3562,10593319,105118204,Jerkup Central,Food Take Out,"2201 BRIMLEY RD, Unit-5",43.79,-79.26898,Pass,2,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ,02/09/2023,M - Minor,Notice to Comply,,
3563,10257814,105113449,KENSINGTON FRUIT MARKET,Food Store (Convenience/Variety),36 ST ANDREW ST,43.65419,-79.39969,Pass,1,,02/09/2023,,,,
3564,10744423,105116828,KIBO SUSHI,Food Take Out,1930 AVENUE RD,43.73374,-79.41992,Pass,3,,02/09/2023,,,,
3565,10668358,105118153,KINTON RAMEN,Restaurant,2216 BLOOR ST W,43.65143,-79.47613,Pass,2,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3566,10773831,105118033,KOBE'S CONVENIENCE,Food Store (Convenience/Variety),707 KENNEDY RD,43.72788,-79.2656,Pass,1,,02/09/2023,,,,
3567,10744642,105110414,LAJAWAB BIRYANI N GRILLS INC,Food Take Out,264 MARKHAM RD,43.65491,-79.40869,Pass,2,Food premise not maintained with tight floor surface where food handled - Sec. 7(1)(c)(i)  ,02/09/2023,M - Minor,Notice to Comply,,
3568,10671837,105118411,LAZEEZ SHAWARMA,Restaurant,"62 OVERLEA BLVD, Unit-16",43.70779,-79.34348,Pass,3,Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9,02/09/2023,M - Minor,Notice to Comply,,
3569,10671837,105118411,LAZEEZ SHAWARMA,Restaurant,"62 OVERLEA BLVD, Unit-16",43.70779,-79.34348,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3570,10671837,105118411,LAZEEZ SHAWARMA,Restaurant,"62 OVERLEA BLVD, Unit-16",43.70779,-79.34348,Pass,3,Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3571,10697328,105117721,LITTLE GIANTS CHILDCARE CENTRE,Child Care - Food Preparation,50 FOREST MANOR RD,43.77251,-79.34486,Pass,3,,02/09/2023,,,,
3572,9008945,105118579,LITTLE TOTS' MANOR,Child Care - Food Preparation,211 BELSIZE DR,43.7025,-79.38681,Pass,3,,02/09/2023,,,,
3573,9009451,105118676,MAKKAH RESTAURANT,Restaurant,1020 DANFORTH AVE,43.68083,-79.3367,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,02/09/2023,S - Significant,Corrected During Inspection,,
3574,9009451,105118676,MAKKAH RESTAURANT,Restaurant,1020 DANFORTH AVE,43.68083,-79.3367,Pass,3,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3575,9009451,105118676,MAKKAH RESTAURANT,Restaurant,1020 DANFORTH AVE,43.68083,-79.3367,Pass,3,Fail to Produce Most Recent Food Safety Inspection Report(s) - Sec. 545-157(E)(5),02/09/2023,NA - Not Applicable,Notice to Comply,,
3576,10765508,105118413,MAMA BAKERY AND KARAHI,Restaurant,66 OVERLEA BLVD,43.70806,-79.34298,Pass,3,SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ,02/09/2023,S - Significant,Corrected During Inspection,,
3577,10765508,105118413,MAMA BAKERY AND KARAHI,Restaurant,66 OVERLEA BLVD,43.70806,-79.34298,Pass,3,FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ,02/09/2023,M - Minor,Notice to Comply,,
3578,10765508,105118413,MAMA BAKERY AND KARAHI,Restaurant,66 OVERLEA BLVD,43.70806,-79.34298,Pass,3,Operate food premise - equipment not arranged to permit cleaning - Sec. 9,02/09/2023,M - Minor,Notice to Comply,,
3579,10765508,105118413,MAMA BAKERY AND KARAHI,Restaurant,66 OVERLEA BLVD,43.70806,-79.34298,Pass,3,FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22,02/09/2023,M - Minor,Notice to Comply,,
3580,10449667,105118065,MAURYA EAST INDIAN ROTI CUISINE,Restaurant,2481 LAKE SHORE BLVD W,43.61338,-79.48918,Pass,2,Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32,02/09/2023,NA - Not Applicable,Notice to Comply,,
3581,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1),02/09/2023,C - Crucial,Notice to Comply,,
3582,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,Fail to ensure equipment surface cleaned as necessary - Sec. 22,02/09/2023,S - Significant,Notice to Comply,,
3583,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,SANITIZE UTENSILS USING AGENT FOR WHICH TEST REAGENT NOT READILY AVAILABLE - SEC. 19(E)(III) ,02/09/2023,S - Significant,Notice to Comply,,
3584,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,Fail to sanitize utensils as often as necessary - Sec. 21(2),02/09/2023,S - Significant,Notice to Comply,,
3585,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE CLEAN WASH WATER - SEC. 20(1)(A)(I) ,02/09/2023,S - Significant,Notice to Comply,,
3586,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ,02/09/2023,S - Significant,Notice to Comply,,
3587,10735040,105118328,MB THE PLACE TO BE,Restaurant,3434 BATHURST ST,43.72738,-79.43196,Pass,3,FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ,02/09/2023,S - Significant,Notice to Comply,,
